library_id,polynomial_degree,include_sin_cos,stlsq_threshold,system_id,source_initial_condition_set,dimension,phasec_representability_threeway,n_target_regressions,n_evaluation_integrations,fit_elapsed_s_context,elapsed_s_evidence_role
poly_deg2_stlsq_0.1,2,False,0.1,32,1,2,exact,2,2,0.011080899999797111,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,32,2,2,exact,2,2,0.006332599999950617,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,33,1,2,surrogate:eq2_not_representable,2,2,0.008513400000083493,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,33,2,2,surrogate:eq2_not_representable,2,2,0.008221600000979379,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,34,1,2,surrogate:eq2_not_representable,2,2,0.010876299998926697,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,34,2,2,surrogate:eq2_not_representable,2,2,0.006821300001320196,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,35,1,2,surrogate:eq1_not_representable,2,2,0.007076200001392863,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,35,2,2,surrogate:eq1_not_representable,2,2,0.006673799998679897,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,36,1,2,surrogate:eq2_not_representable,2,2,0.007642299999133684,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,36,2,2,surrogate:eq2_not_representable,2,2,0.006800999999541091,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,37,1,2,surrogate:eq2_not_representable,2,2,0.006504000000859378,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,37,2,2,surrogate:eq2_not_representable,2,2,0.0070707000013499055,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,38,1,2,exact,2,2,0.006521999999677064,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,38,2,2,exact,2,2,0.006410099998902297,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,39,1,2,surrogate:eq1_not_representable,2,2,0.006328400000711554,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,39,2,2,surrogate:eq1_not_representable,2,2,0.006533100000524428,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,40,1,2,surrogate:eq2_not_representable,2,2,0.009437799999432173,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,40,2,2,surrogate:eq2_not_representable,2,2,0.006364599999869824,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,41,1,2,surrogate:eq1_not_representable,2,2,0.006425899999157991,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,41,2,2,surrogate:eq1_not_representable,2,2,0.006556500000442611,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,42,1,2,surrogate:eq1_not_representable,2,2,0.0076171999990037875,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,42,2,2,surrogate:eq1_not_representable,2,2,0.007268699999258388,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,43,1,2,exact,2,2,0.0092374000014388,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,43,2,2,exact,2,2,0.00861119999899529,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,44,1,2,surrogate:eq2_not_representable,2,2,0.006949500000700937,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,44,2,2,surrogate:eq2_not_representable,2,2,0.009492799999861745,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,45,1,2,surrogate:eq1_not_representable,2,2,0.007594299999254872,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,45,2,2,surrogate:eq1_not_representable,2,2,0.007171600000219769,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,46,1,2,surrogate:eq1_not_representable,2,2,0.013375200000155019,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,46,2,2,surrogate:eq1_not_representable,2,2,0.00829630000043835,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,47,1,2,surrogate:eq1_not_representable,2,2,0.0067318999990675366,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,47,2,2,surrogate:eq1_not_representable,2,2,0.00682299999971292,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,48,1,2,surrogate:eq1_not_representable,2,2,0.008222699998441385,context_not_evidence
poly_deg2_stlsq_0.1,2,False,0.1,48,2,2,surrogate:eq1_not_representable,2,2,0.008013500000743079,context_not_evidence
