run_id,experiment_id,system_id,variant_slug,seed,initial_condition_set,equation_index,n_found_terms,n_true_terms,n_true_positive_terms,n_missing_true_terms,n_extra_found_terms,term_precision,term_recall,structural_f1,exact_support_match,missing_true_terms,extra_found_terms,coefficient_relative_error_mean,coefficient_relative_error_max,n_coefficient_terms
422_evogrow_v2_2_stage_capped_pretune_off_8_1_123,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_off,123,1,1,3,3,3,0,0,1.0,1.0,1.0,True,,,,,0
423_evogrow_v2_2_stage_capped_pretune_off_8_1_7,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_off,7,1,1,3,3,3,0,0,1.0,1.0,1.0,True,,,,,0
424_evogrow_v2_2_stage_capped_pretune_off_8_2_42,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_off,42,2,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,False,u1^2|u1^3,,,,0
425_evogrow_v2_2_stage_capped_pretune_off_8_2_123,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_off,123,2,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,False,u1^2|u1^3,,,,0
426_evogrow_v2_2_stage_capped_pretune_off_8_2_7,paper1_phaseB_v1,8,evogrow_v2_2_stage_capped_pretune_off,7,2,1,1,3,1,2,0,1.0,0.3333333333333333,0.5,False,u1^2|u1^3,,,,0
427_evogrow_v2_2_stage_capped_pretune_off_9_1_42,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_off,42,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u1^2,,,0
428_evogrow_v2_2_stage_capped_pretune_off_9_1_123,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_off,123,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u1^2,,,0
429_evogrow_v2_2_stage_capped_pretune_off_9_1_7,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_off,7,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u1^2,,,0
430_evogrow_v2_2_stage_capped_pretune_off_9_2_42,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_off,42,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
431_evogrow_v2_2_stage_capped_pretune_off_9_2_123,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_off,123,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
432_evogrow_v2_2_stage_capped_pretune_off_9_2_7,paper1_phaseB_v1,9,evogrow_v2_2_stage_capped_pretune_off,7,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
433_evogrow_v2_2_stage_capped_pretune_off_10_1_42,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_off,42,1,1,2,0,0,0,2,0.0,0.0,0.0,False,,u1|u1^2,,,0
434_evogrow_v2_2_stage_capped_pretune_off_10_1_123,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_off,123,1,1,2,0,0,0,2,0.0,0.0,0.0,False,,u1|u1^2,,,0
435_evogrow_v2_2_stage_capped_pretune_off_10_1_7,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_off,7,1,1,2,0,0,0,2,0.0,0.0,0.0,False,,u1|u1^2,,,0
436_evogrow_v2_2_stage_capped_pretune_off_10_2_42,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_off,42,2,1,1,0,0,0,1,0.0,0.0,0.0,False,,u1,,,0
437_evogrow_v2_2_stage_capped_pretune_off_10_2_123,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_off,123,2,1,1,0,0,0,1,0.0,0.0,0.0,False,,u1,,,0
438_evogrow_v2_2_stage_capped_pretune_off_10_2_7,paper1_phaseB_v1,10,evogrow_v2_2_stage_capped_pretune_off,7,2,1,1,0,0,0,1,0.0,0.0,0.0,False,,u1,,,0
439_evogrow_v2_2_stage_capped_pretune_off_11_1_42,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_off,42,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1^2,,,0
440_evogrow_v2_2_stage_capped_pretune_off_11_1_123,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_off,123,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1^2,,,0
441_evogrow_v2_2_stage_capped_pretune_off_11_1_7,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_off,7,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1|u1^2,,,0
442_evogrow_v2_2_stage_capped_pretune_off_11_2_42,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_off,42,2,1,2,1,0,1,2,0.0,0.0,0.0,False,u1^3,u1|u1^2,,,0
443_evogrow_v2_2_stage_capped_pretune_off_11_2_123,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_off,123,2,1,2,1,0,1,2,0.0,0.0,0.0,False,u1^3,u1|u1^2,,,0
444_evogrow_v2_2_stage_capped_pretune_off_11_2_7,paper1_phaseB_v1,11,evogrow_v2_2_stage_capped_pretune_off,7,2,1,2,1,0,1,2,0.0,0.0,0.0,False,u1^3,u1|u1^2,,,0
445_evogrow_v2_2_stage_capped_pretune_off_12_1_42,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_off,42,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
446_evogrow_v2_2_stage_capped_pretune_off_12_1_123,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_off,123,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
447_evogrow_v2_2_stage_capped_pretune_off_12_1_7,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_off,7,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
448_evogrow_v2_2_stage_capped_pretune_off_12_2_42,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_off,42,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
449_evogrow_v2_2_stage_capped_pretune_off_12_2_123,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_off,123,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
450_evogrow_v2_2_stage_capped_pretune_off_12_2_7,paper1_phaseB_v1,12,evogrow_v2_2_stage_capped_pretune_off,7,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
451_evogrow_v2_2_stage_capped_pretune_off_13_1_42,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_off,42,1,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),u1|u1^2|u1^3,,,0
452_evogrow_v2_2_stage_capped_pretune_off_13_1_123,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_off,123,1,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),u1|u1^2|u1^3,,,0
453_evogrow_v2_2_stage_capped_pretune_off_13_1_7,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_off,7,1,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),u1|u1^2|u1^3,,,0
454_evogrow_v2_2_stage_capped_pretune_off_13_2_42,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_off,42,2,1,2,1,0,1,2,0.0,0.0,0.0,False,sin(u1),u1|u1^2,,,0
455_evogrow_v2_2_stage_capped_pretune_off_13_2_123,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_off,123,2,1,2,1,0,1,2,0.0,0.0,0.0,False,sin(u1),u1|u1^2,,,0
456_evogrow_v2_2_stage_capped_pretune_off_13_2_7,paper1_phaseB_v1,13,evogrow_v2_2_stage_capped_pretune_off,7,2,1,2,1,0,1,2,0.0,0.0,0.0,False,sin(u1),u1|u1^2,,,0
457_evogrow_v2_2_stage_capped_pretune_off_14_1_42,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_off,42,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
458_evogrow_v2_2_stage_capped_pretune_off_14_1_123,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_off,123,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
459_evogrow_v2_2_stage_capped_pretune_off_14_1_7,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_off,7,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
460_evogrow_v2_2_stage_capped_pretune_off_14_2_42,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_off,42,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
461_evogrow_v2_2_stage_capped_pretune_off_14_2_123,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_off,123,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
462_evogrow_v2_2_stage_capped_pretune_off_14_2_7,paper1_phaseB_v1,14,evogrow_v2_2_stage_capped_pretune_off,7,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
463_evogrow_v2_2_stage_capped_pretune_off_15_1_42,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_off,42,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
464_evogrow_v2_2_stage_capped_pretune_off_15_1_123,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_off,123,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
465_evogrow_v2_2_stage_capped_pretune_off_15_1_7,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_off,7,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
466_evogrow_v2_2_stage_capped_pretune_off_15_2_42,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_off,42,2,1,1,2,1,1,0,1.0,0.5,0.6666666666666666,False,u1^2,,,,0
467_evogrow_v2_2_stage_capped_pretune_off_15_2_123,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_off,123,2,1,1,2,1,1,0,1.0,0.5,0.6666666666666666,False,u1^2,,,,0
468_evogrow_v2_2_stage_capped_pretune_off_15_2_7,paper1_phaseB_v1,15,evogrow_v2_2_stage_capped_pretune_off,7,2,1,1,2,1,1,0,1.0,0.5,0.6666666666666666,False,u1^2,,,,0
469_evogrow_v2_2_stage_capped_pretune_off_16_1_42,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_off,42,1,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,cos(u1)|u1^2,,,0
470_evogrow_v2_2_stage_capped_pretune_off_16_1_123,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_off,123,1,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,cos(u1)|u1^2,,,0
471_evogrow_v2_2_stage_capped_pretune_off_16_1_7,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_off,7,1,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,cos(u1)|u1^2,,,0
472_evogrow_v2_2_stage_capped_pretune_off_16_2_42,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_off,42,2,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,cos(u1)|u1^2,,,0
473_evogrow_v2_2_stage_capped_pretune_off_16_2_123,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_off,123,2,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,cos(u1)|u1^2,,,0
474_evogrow_v2_2_stage_capped_pretune_off_16_2_7,paper1_phaseB_v1,16,evogrow_v2_2_stage_capped_pretune_off,7,2,1,4,2,2,0,2,0.5,1.0,0.6666666666666666,False,,cos(u1)|u1^2,,,0
475_evogrow_v2_2_stage_capped_pretune_off_17_1_42,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_off,42,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,False,,u1^3,,,0
476_evogrow_v2_2_stage_capped_pretune_off_17_1_123,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_off,123,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,False,,u1^3,,,0
477_evogrow_v2_2_stage_capped_pretune_off_17_1_7,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_off,7,1,1,3,2,2,0,1,0.6666666666666666,1.0,0.8,False,,u1^3,,,0
478_evogrow_v2_2_stage_capped_pretune_off_17_2_42,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_off,42,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
479_evogrow_v2_2_stage_capped_pretune_off_17_2_123,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_off,123,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
480_evogrow_v2_2_stage_capped_pretune_off_17_2_7,paper1_phaseB_v1,17,evogrow_v2_2_stage_capped_pretune_off,7,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
481_evogrow_v2_2_stage_capped_pretune_off_18_1_42,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_off,42,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
482_evogrow_v2_2_stage_capped_pretune_off_18_1_123,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_off,123,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
483_evogrow_v2_2_stage_capped_pretune_off_18_1_7,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_off,7,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
484_evogrow_v2_2_stage_capped_pretune_off_18_2_42,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_off,42,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
485_evogrow_v2_2_stage_capped_pretune_off_18_2_123,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_off,123,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
486_evogrow_v2_2_stage_capped_pretune_off_18_2_7,paper1_phaseB_v1,18,evogrow_v2_2_stage_capped_pretune_off,7,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
487_evogrow_v2_2_stage_capped_pretune_off_19_1_42,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_off,42,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
488_evogrow_v2_2_stage_capped_pretune_off_19_1_123,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_off,123,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
489_evogrow_v2_2_stage_capped_pretune_off_19_1_7,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_off,7,1,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
490_evogrow_v2_2_stage_capped_pretune_off_19_2_42,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_off,42,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
491_evogrow_v2_2_stage_capped_pretune_off_19_2_123,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_off,123,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
492_evogrow_v2_2_stage_capped_pretune_off_19_2_7,paper1_phaseB_v1,19,evogrow_v2_2_stage_capped_pretune_off,7,2,1,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
493_evogrow_v2_2_stage_capped_pretune_off_20_1_42,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_off,42,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,cos(u1)|u1^2,,,0
494_evogrow_v2_2_stage_capped_pretune_off_20_1_123,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_off,123,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,cos(u1)|u1^2,,,0
495_evogrow_v2_2_stage_capped_pretune_off_20_1_7,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_off,7,1,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,cos(u1)|u1^2,,,0
496_evogrow_v2_2_stage_capped_pretune_off_20_2_42,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_off,42,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
497_evogrow_v2_2_stage_capped_pretune_off_20_2_123,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_off,123,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
498_evogrow_v2_2_stage_capped_pretune_off_20_2_7,paper1_phaseB_v1,20,evogrow_v2_2_stage_capped_pretune_off,7,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
499_evogrow_v2_2_stage_capped_pretune_off_21_1_42,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_off,42,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,cos(u1)|sin(u1)|u1^2,,,0
500_evogrow_v2_2_stage_capped_pretune_off_21_1_123,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_off,123,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,cos(u1)|sin(u1)|u1^2,,,0
501_evogrow_v2_2_stage_capped_pretune_off_21_1_7,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_off,7,1,1,4,1,1,0,3,0.25,1.0,0.4,False,,cos(u1)|sin(u1)|u1^2,,,0
502_evogrow_v2_2_stage_capped_pretune_off_21_2_42,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_off,42,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1^2|u1^3,,,0
503_evogrow_v2_2_stage_capped_pretune_off_21_2_123,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_off,123,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1^2|u1^3,,,0
504_evogrow_v2_2_stage_capped_pretune_off_21_2_7,paper1_phaseB_v1,21,evogrow_v2_2_stage_capped_pretune_off,7,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1^2|u1^3,,,0
505_evogrow_v2_2_stage_capped_pretune_off_22_1_42,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_off,42,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u1^2,,,0
506_evogrow_v2_2_stage_capped_pretune_off_22_1_123,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_off,123,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u1^2,,,0
507_evogrow_v2_2_stage_capped_pretune_off_22_1_7,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_off,7,1,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u1^2,,,0
508_evogrow_v2_2_stage_capped_pretune_off_22_2_42,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_off,42,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1^2|u1^3,,,0
509_evogrow_v2_2_stage_capped_pretune_off_22_2_123,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_off,123,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1^2|u1^3,,,0
510_evogrow_v2_2_stage_capped_pretune_off_22_2_7,paper1_phaseB_v1,22,evogrow_v2_2_stage_capped_pretune_off,7,2,1,3,1,1,0,2,0.3333333333333333,1.0,0.5,False,,u1^2|u1^3,,,0
511_evogrow_v2_2_stage_capped_pretune_off_23_1_42,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_off,42,1,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),cos(u1)|u1|u1^2,,,0
512_evogrow_v2_2_stage_capped_pretune_off_23_1_123,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_off,123,1,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),cos(u1)|u1|u1^2,,,0
513_evogrow_v2_2_stage_capped_pretune_off_23_1_7,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_off,7,1,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),cos(u1)|u1|u1^2,,,0
514_evogrow_v2_2_stage_capped_pretune_off_23_2_42,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_off,42,2,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),u1|u1^2|u1^3,,,0
515_evogrow_v2_2_stage_capped_pretune_off_23_2_123,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_off,123,2,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),u1|u1^2|u1^3,,,0
516_evogrow_v2_2_stage_capped_pretune_off_23_2_7,paper1_phaseB_v1,23,evogrow_v2_2_stage_capped_pretune_off,7,2,1,3,1,0,1,3,0.0,0.0,0.0,False,sin(u1),u1|u1^2|u1^3,,,0
517_evogrow_v2_2_stage_capped_pretune_off_24_1_42,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,42,1,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
517_evogrow_v2_2_stage_capped_pretune_off_24_1_42,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,42,1,2,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
518_evogrow_v2_2_stage_capped_pretune_off_24_1_123,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,123,1,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
518_evogrow_v2_2_stage_capped_pretune_off_24_1_123,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,123,1,2,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u2,,,0
519_evogrow_v2_2_stage_capped_pretune_off_24_1_7,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,7,1,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
519_evogrow_v2_2_stage_capped_pretune_off_24_1_7,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,7,1,2,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u2,,,0
520_evogrow_v2_2_stage_capped_pretune_off_24_2_42,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,42,2,1,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u1,,,0
520_evogrow_v2_2_stage_capped_pretune_off_24_2_42,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,42,2,2,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
521_evogrow_v2_2_stage_capped_pretune_off_24_2_123,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,123,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
521_evogrow_v2_2_stage_capped_pretune_off_24_2_123,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,123,2,2,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u2,,,0
522_evogrow_v2_2_stage_capped_pretune_off_24_2_7,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,7,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
522_evogrow_v2_2_stage_capped_pretune_off_24_2_7,paper1_phaseB_v1,24,evogrow_v2_2_stage_capped_pretune_off,7,2,2,2,1,1,0,1,0.5,1.0,0.6666666666666666,False,,u2,,,0
523_evogrow_v2_2_stage_capped_pretune_off_25_1_42,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,42,1,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
523_evogrow_v2_2_stage_capped_pretune_off_25_1_42,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,42,1,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
524_evogrow_v2_2_stage_capped_pretune_off_25_1_123,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,123,1,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
524_evogrow_v2_2_stage_capped_pretune_off_25_1_123,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,123,1,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
525_evogrow_v2_2_stage_capped_pretune_off_25_1_7,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,7,1,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
525_evogrow_v2_2_stage_capped_pretune_off_25_1_7,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,7,1,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
526_evogrow_v2_2_stage_capped_pretune_off_25_2_42,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,42,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
526_evogrow_v2_2_stage_capped_pretune_off_25_2_42,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,42,2,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
527_evogrow_v2_2_stage_capped_pretune_off_25_2_123,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,123,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
527_evogrow_v2_2_stage_capped_pretune_off_25_2_123,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,123,2,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
528_evogrow_v2_2_stage_capped_pretune_off_25_2_7,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,7,2,1,1,1,1,0,0,1.0,1.0,1.0,True,,,,,0
528_evogrow_v2_2_stage_capped_pretune_off_25_2_7,paper1_phaseB_v1,25,evogrow_v2_2_stage_capped_pretune_off,7,2,2,2,2,2,0,0,1.0,1.0,1.0,True,,,,,0
529_evogrow_v2_2_stage_capped_pretune_off_26_1_42,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_off,42,1,1,5,3,3,0,2,0.6,1.0,0.7499999999999999,False,,u2|u2^2,,,0
529_evogrow_v2_2_stage_capped_pretune_off_26_1_42,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_off,42,1,2,3,3,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,u1*u2|u2,u1|u1^2,,,0
530_evogrow_v2_2_stage_capped_pretune_off_26_1_123,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_off,123,1,1,4,3,3,0,1,0.75,1.0,0.8571428571428571,False,,u2,,,0
530_evogrow_v2_2_stage_capped_pretune_off_26_1_123,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_off,123,1,2,2,3,0,3,2,0.0,0.0,0.0,False,u1*u2|u2|u2^2,u1|u1^2,,,0
531_evogrow_v2_2_stage_capped_pretune_off_26_1_7,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_off,7,1,1,4,3,3,0,1,0.75,1.0,0.8571428571428571,False,,u2,,,0
531_evogrow_v2_2_stage_capped_pretune_off_26_1_7,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_off,7,1,2,2,3,0,3,2,0.0,0.0,0.0,False,u1*u2|u2|u2^2,u1|u1^2,,,0
532_evogrow_v2_2_stage_capped_pretune_off_26_2_42,paper1_phaseB_v1,26,evogrow_v2_2_stage_capped_pretune_off,42,2,1,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,u1^2,u2,,,0
