manifest_index,system_id,system_name,seed,initial_condition_set,variant,basis_name,representability,wp_n1_support_status,raw_support_match,pruned_support_match,support_equality_definition,raw_implies_pruned_violation,r2,r2_gt_0_9,loss,final_stage,eq_final_stages,total_parameter_fits,total_loss_evals,total_ode_solves,elapsed_s,elapsed_s_evidence_role,git_hash,config_fingerprint,stage_cap_behavior_fingerprint,incomplete_allowed,expected_manifest_records,observed_manifest_records,missing_manifest_indices,dim,classification_description,decision_layer
192,27,Lotka-Volterra simple (as on Wikipedia),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.999999998552706,True,2.9983453250555624e-09,3,"[3,3]",330,3228806,3228806,13115.608488542,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Lotka-Volterra simple (as on Wikipedia),A_paired_both_exact
193,28,Pendulum without friction,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9999979388352487,True,2.048531989579024e-06,5,"[5,5]",410,1372334,1372334,14367.59906503,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Pendulum without friction,A_paired_both_exact
194,28,Pendulum without friction,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9999979388355055,True,2.0485319684017828e-06,5,"[5,5]",430,1796298,1796298,32021.83205834,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Pendulum without friction,A_paired_both_exact
195,28,Pendulum without friction,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9999979439406362,True,2.0390278381094094e-06,5,"[5,5]",410,1901095,1901095,17121.711489924,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Pendulum without friction,A_paired_both_exact
196,28,Pendulum without friction,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9998631182795881,True,4.698886990584918e-05,5,"[5,5]",410,3246202,3246202,10830.908342483,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Pendulum without friction,A_paired_both_exact
197,28,Pendulum without friction,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9998674794811324,True,4.535797644638641e-05,5,"[5,5]",430,2426624,2426624,17040.639270945,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Pendulum without friction,A_paired_both_exact
198,28,Pendulum without friction,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9998646267276967,True,4.642748040002067e-05,5,"[5,5]",410,2345848,2345848,13423.132637075,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Pendulum without friction,A_paired_both_exact
199,29,Dipole fixed point,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9963418089636711,True,0.001180605258060295,3,"[3,2]",350,1621763,1621763,1170.631952215,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Dipole fixed point,A_paired_both_exact
200,29,Dipole fixed point,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9967294957940163,True,0.00113011447879062,3,"[3,2]",350,1237675,1237675,3348.647167667,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Dipole fixed point,A_paired_both_exact
201,29,Dipole fixed point,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9953012519653543,True,0.0014869985716090882,3,"[3,2]",330,1035148,1035148,20215.2614019,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Dipole fixed point,A_paired_both_exact
202,29,Dipole fixed point,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9979907714336995,True,0.00010702522281020155,3,"[3,2]",270,564114,564114,748.57684017,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Dipole fixed point,A_paired_both_exact
203,29,Dipole fixed point,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9979907715810261,True,0.00010702522281061243,3,"[3,2]",270,391432,391432,968.911081712,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Dipole fixed point,A_paired_both_exact
204,29,Dipole fixed point,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9979907715538234,True,0.00010702522281041108,3,"[3,2]",270,417020,417020,811.035761469,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Dipole fixed point,A_paired_both_exact
205,30,RNA molecules catalyzing each others replication,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9836863057829975,True,0.0001885195385566241,5,"[5,5]",410,466749,466749,66.530854695,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,RNA molecules catalyzing each others replication,C_literature_all_cells
206,30,RNA molecules catalyzing each others replication,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9594862998518696,True,0.00031858073004370366,5,"[5,5]",410,923280,923280,328.72294434,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,RNA molecules catalyzing each others replication,C_literature_all_cells
207,30,RNA molecules catalyzing each others replication,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9594862998518743,True,0.0003185807300437329,5,"[5,5]",410,861324,861324,563.745439826,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,RNA molecules catalyzing each others replication,C_literature_all_cells
208,30,RNA molecules catalyzing each others replication,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9923521907222514,True,0.00011759532133771067,5,"[5,5]",410,888139,888139,115.572184364,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,RNA molecules catalyzing each others replication,C_literature_all_cells
209,30,RNA molecules catalyzing each others replication,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9891264469104233,True,0.00017788682790254064,5,"[5,5]",410,436307,436307,56.026601119,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,RNA molecules catalyzing each others replication,C_literature_all_cells
210,30,RNA molecules catalyzing each others replication,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9923521905771207,True,0.00011759532133792837,5,"[5,5]",410,533159,533159,67.049943166,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,RNA molecules catalyzing each others replication,C_literature_all_cells
211,31,SIR infection model only for healthy and sick,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.999974402166661,True,6.504262708035461e-05,3,"[3,3]",390,1069805,1069805,2317.835543626,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,SIR infection model only for healthy and sick,A_paired_both_exact
212,31,SIR infection model only for healthy and sick,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9999506921092037,True,0.00012427225795286605,3,"[3,3]",370,805085,805085,2988.582376374,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,SIR infection model only for healthy and sick,A_paired_both_exact
213,31,SIR infection model only for healthy and sick,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9999506921091721,True,0.0001242722579558883,3,"[3,3]",370,977300,977300,3030.686366807,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,SIR infection model only for healthy and sick,A_paired_both_exact
214,31,SIR infection model only for healthy and sick,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.999999998202648,True,1.1034392304031093e-08,5,"[5,5]",610,1715285,1715285,44650.975078594,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,SIR infection model only for healthy and sick,A_paired_both_exact
215,31,SIR infection model only for healthy and sick,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999988700801,True,7.3099099829480605e-09,3,"[3,3]",350,637111,637111,5718.608348468,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,SIR infection model only for healthy and sick,A_paired_both_exact
216,31,SIR infection model only for healthy and sick,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999997814883,True,1.3279978678116043e-09,3,"[3,3]",370,545181,545181,2216.48945927,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,SIR infection model only for healthy and sick,A_paired_both_exact
217,32,Damped double well oscillator,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.8259906998355218,False,0.22482614271745777,5,"[5,4]",610,3945519,3945519,10019.233791506,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Damped double well oscillator,A_paired_both_exact
218,32,Damped double well oscillator,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.999999999997401,True,3.4164013907972613e-12,4,"[4,4]",410,2426101,2426101,7913.506846956,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Damped double well oscillator,A_paired_both_exact
219,32,Damped double well oscillator,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999982062,True,2.3500761799048682e-12,4,"[4,4]",410,2608709,2608709,7801.004356985,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Damped double well oscillator,A_paired_both_exact
220,32,Damped double well oscillator,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.8068983593939824,False,6.583322526694653,4,"[4,4]",610,3307587,3307587,66490.022163531,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Damped double well oscillator,A_paired_both_exact
221,32,Damped double well oscillator,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9990815880793318,True,0.026629135536853137,5,"[5,4]",570,2037382,2037382,41239.69029883,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Damped double well oscillator,A_paired_both_exact
222,32,Damped double well oscillator,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.999999847482526,True,1.435526634693304e-05,5,"[5,4]",590,2481160,2481160,75085.568614944,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Damped double well oscillator,A_paired_both_exact
223,33,Glider (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9785959497016938,True,0.04226790403638719,5,"[5,5]",610,3374675,3374675,15195.158712216,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Glider (dimensionless),C_literature_all_cells
224,33,Glider (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9991119702805409,True,0.004461750951059188,5,"[5,5]",610,4063107,4063107,84325.177956792,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Glider (dimensionless),C_literature_all_cells
225,33,Glider (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.981918650536983,True,0.04003361165681021,5,"[5,5]",590,4049370,4049370,82464.907018137,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Glider (dimensionless),C_literature_all_cells
226,33,Glider (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9998936883441221,True,0.002744820364236352,5,"[5,5]",570,2067649,2067649,52087.583266581,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Glider (dimensionless),C_literature_all_cells
227,33,Glider (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9999202114660621,True,0.0026221260797574487,5,"[5,5]",510,1494221,1494221,37940.934975714,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Glider (dimensionless),C_literature_all_cells
228,33,Glider (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9999772609238653,True,0.0007920486770854877,5,"[5,5]",610,2406310,2406310,45595.412821355,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Glider (dimensionless),C_literature_all_cells
229,34,Frictionless bead on a rotating hoop (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9996525148361388,True,0.0004176372676147597,5,"[5,5]",430,1212633,1212633,11678.294286909,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Frictionless bead on a rotating hoop (dimensionless),C_literature_all_cells
230,34,Frictionless bead on a rotating hoop (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.999700472833224,True,0.00036004142700061007,5,"[5,5]",470,1628127,1628127,14660.95107703,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Frictionless bead on a rotating hoop (dimensionless),C_literature_all_cells
231,34,Frictionless bead on a rotating hoop (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9997004728258005,True,0.000360041426949536,5,"[5,5]",510,1498424,1498424,34805.065314727,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Frictionless bead on a rotating hoop (dimensionless),C_literature_all_cells
232,34,Frictionless bead on a rotating hoop (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9999507951788793,True,1.3613592619534554e-05,5,"[5,5]",430,1049304,1049304,4394.831776709,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Frictionless bead on a rotating hoop (dimensionless),C_literature_all_cells
233,34,Frictionless bead on a rotating hoop (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9999507951777933,True,1.361359261994527e-05,5,"[5,5]",410,1071559,1071559,32330.383745621,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Frictionless bead on a rotating hoop (dimensionless),C_literature_all_cells
234,34,Frictionless bead on a rotating hoop (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9999507951772368,True,1.3613592620174269e-05,5,"[5,5]",410,1113573,1113573,3800.177806109,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Frictionless bead on a rotating hoop (dimensionless),C_literature_all_cells
235,35,Rotational dynamics of an object in a shear flow,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.989398529277493,True,0.012879720524301723,5,"[5,5]",610,6261838,6261838,64692.345990299,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
236,35,Rotational dynamics of an object in a shear flow,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9778880584655156,True,0.028055188520819375,5,"[5,5]",610,5857258,5857258,124383.970504837,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
237,35,Rotational dynamics of an object in a shear flow,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9774690305755294,True,0.028342182974532816,5,"[5,5]",590,5653893,5653893,53058.367028339,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
238,35,Rotational dynamics of an object in a shear flow,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9967073816969432,True,0.0015597188629006844,5,"[5,5]",450,1877394,1877394,8863.675552754,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
239,35,Rotational dynamics of an object in a shear flow,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.996707381698632,True,0.0015597188629201005,5,"[5,5]",470,1885071,1885071,8500.720923111,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
240,35,Rotational dynamics of an object in a shear flow,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.996707381643787,True,0.00155971886293225,5,"[5,5]",470,2069795,2069795,9140.702889274,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Rotational dynamics of an object in a shear flow,C_literature_all_cells
241,36,"Pendulum with non-linear damping, no driving (dimensionless)",7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9998082866129256,True,1.0615337410465816e-05,5,"[5,5]",430,659985,659985,5254.812113785,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
242,36,"Pendulum with non-linear damping, no driving (dimensionless)",42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9997978418248383,True,1.1900099458082073e-05,5,"[5,5]",430,709131,709131,7042.082564873,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
243,36,"Pendulum with non-linear damping, no driving (dimensionless)",123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9998082865487594,True,1.0615337410618313e-05,5,"[5,5]",430,820597,820597,6538.152455918,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
244,36,"Pendulum with non-linear damping, no driving (dimensionless)",7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9990767807940927,True,8.441134836500507e-05,5,"[5,4]",410,881123,881123,5710.924065949,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
245,36,"Pendulum with non-linear damping, no driving (dimensionless)",42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.999173533418404,True,7.53858676364604e-05,5,"[5,4]",430,875670,875670,8839.154935169,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
246,36,"Pendulum with non-linear damping, no driving (dimensionless)",123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9990767807829162,True,8.441134836502807e-05,5,"[5,4]",410,779729,779729,4482.066382023,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Pendulum with non-linear damping, no driving (dimensionless)",C_literature_all_cells
247,37,Van der Pol oscillator (standard form),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9965148655146043,True,0.00718139999543479,5,"[5,5]",610,4111258,4111258,105678.105533684,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
248,37,Van der Pol oscillator (standard form),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9966856073251175,True,0.006806272735188761,4,"[4,4]",610,4379486,4379486,43460.267511546,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
249,37,Van der Pol oscillator (standard form),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.994548838936038,True,0.010766362769967001,5,"[5,5]",510,3653536,3653536,118935.071572643,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
250,37,Van der Pol oscillator (standard form),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9851289682627804,True,0.03671780312544596,5,"[5,5]",610,3238605,3238605,128419.646158856,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
251,37,Van der Pol oscillator (standard form),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9832676087267234,True,0.03996896323150184,5,"[5,5]",610,3247527,3247527,38303.619201966,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
252,37,Van der Pol oscillator (standard form),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9799638277643336,True,0.049753216787303996,5,"[5,5]",570,3674138,3674138,73855.074244667,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (standard form),C_literature_all_cells
253,38,Van der Pol oscillator (simplified form from Strogatz),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999933511,True,5.187825198706236e-12,4,"[4,4]",410,4105262,4105262,3450.35085142,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
254,38,Van der Pol oscillator (simplified form from Strogatz),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999720289,True,1.5694938808627566e-11,5,"[4,5]",590,6534015,6534015,12456.433031652,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
255,38,Van der Pol oscillator (simplified form from Strogatz),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9867400647622055,True,0.019815726750498038,4,"[4,4]",610,6715902,6715902,16111.37015195,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
256,38,Van der Pol oscillator (simplified form from Strogatz),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999996766937,True,1.5728486432031638e-10,4,"[4,4]",330,1865401,1865401,35248.459319397,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
257,38,Van der Pol oscillator (simplified form from Strogatz),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,True,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999937101,True,9.35888643888759e-12,4,"[4,4]",270,1495541,1495541,13723.361767704,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
258,38,Van der Pol oscillator (simplified form from Strogatz),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999999913163,True,9.817478458989839e-12,4,"[4,4]",290,1362777,1362777,17450.116666758,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Van der Pol oscillator (simplified form from Strogatz),A_paired_both_exact
